index,status,pps_anchor_ns,planned_ns,trigger_ns,retrieved_ns,retrieval_latency_us,interval_ms,cam0_frame_id,cam1_frame_id,cam0_dev_ts,cam1_dev_ts,dev_skew_us
1,0,1788389037004136663,1788389037004136663,1788389037004148959,1788389037059066188,54917.2,0,1,1,1047896883744,1047890131744,6752
2,0,1788389037004136663,1788389037504136663,1788389037504195203,1788389037557796083,53600.9,500.046,2,2,1048396922984,1048390168936,6754.05
3,0,1788389038004140781,1788389038004140781,1788389038004152392,1788389038057546636,53394.2,499.957,3,3,1048896887720,1048890117416,6770.3
4,0,1788389038004140781,1788389038504140781,1788389038504199345,1788389038557638906,53439.6,500.047,4,4,1049396926064,1049390169744,6756.32
5,0,1788389039004143449,1788389039004143449,1788389039004155375,1788389039057603227,53447.9,499.956,5,5,1049896875960,1049890118064,6757.9
6,0,1788389039004143449,1788389039504143449,1788389039504201658,1788389039557670399,53468.7,500.046,6,6,1050396929744,1050390155608,6774.14
7,0,1788389040004137980,1788389040004137980,1788389040004151554,1788389040057495187,53343.6,499.95,7,7,1050896879608,1050890104096,6775.51
8,0,1788389040004137980,1788389040504137980,1788389040504196410,1788389040557429693,53233.3,500.045,8,8,1051396918576,1051390155608,6762.97
9,0,1788389041004130361,1788389041004130361,1788389041004144194,1788389041057316998,53172.8,499.948,9,9,1051896867688,1051890103576,6764.11
10,0,1788389041004130361,1788389041504130361,1788389041504188069,1788389041557702053,53514,500.044,10,10,1052396906528,1052390140960,6765.57
11,0,1788389042004126130,1788389042004126130,1788389042004138907,1788389042057364101,53225.2,499.951,11,11,1052896856720,1052890089584,6767.14
12,0,1788389042004126130,1788389042504126130,1788389042504183799,1788389042557429178,53245.4,500.045,12,12,1053396909984,1053390141200,6768.78
13,0,1788389043004120100,1788389043004120100,1788389043004131285,1788389043057600218,53468.9,499.947,13,13,1053896845016,1053890090336,6754.68
14,0,1788389043004120100,1788389043504120100,1788389043504178528,1788389043557618832,53440.3,500.047,14,14,1054396898576,1054390127552,6771.02
15,0,1788389044004114327,1788389044004114327,1788389044004126235,1788389044057590559,53464.3,499.948,15,15,1054896848528,1054890076016,6772.51
16,0,1788389044004114327,1788389044504114327,1788389044504172550,1788389044557620819,53448.3,500.046,16,16,1055396887392,1055390127576,6759.82
17,0,1788389045004107794,1788389045004107794,1788389045004121386,1788389045056729352,52608,499.949,17,17,1055896836880,1055890076152,6760.73
18,0,1788389045004107794,1788389045504107794,1788389045504166404,1788389045556615521,52449.1,500.045,18,18,1056396890688,1056390112576,6778.11
19,0,1788389046004102628,1788389046004102628,1788389046004114813,1788389046056529913,52415.1,499.948,19,19,1056896841120,1056890061528,6779.59
20,0,1788389046004102628,1788389046504102628,1788389046504160978,1788389046556526727,52365.7,500.046,20,20,1057396879392,1057390113880,6765.51
21,0,1788389047004096775,1788389047004096775,1788389047004110219,1788389047056592153,52481.9,499.949,21,21,1057896829824,1057890061880,6767.94
22,0,1788389047004096775,1788389047504096775,1788389047504155179,1788389047556585077,52429.9,500.045,22,22,1058396883120,1058390098552,6784.57
23,0,1788389048004090845,1788389048004090845,1788389048004104567,1788389048056588503,52483.9,499.949,23,23,1058896832608,1058890047312,6785.3
24,0,1788389048004090845,1788389048504090845,1788389048504149137,1788389048556402780,52253.6,500.045,24,24,1059396871064,1059390099176,6771.89
25,0,1788389049004085005,1788389049004085005,1788389049004097893,1788389049056320761,52222.9,499.949,25,25,1059896821064,1059890048016,6773.05
26,0,1788389049004085005,1788389049504085005,1788389049504143203,1788389049556351144,52207.9,500.045,26,26,1060396859824,1060390085120,6774.7
27,0,1788389050004079329,1788389050004079329,1788389050004093236,1788389050056328494,52235.3,499.95,27,27,1060896809632,1060890033152,6776.48
28,0,1788389050004079329,1788389050504079329,1788389050504138211,1788389050556437893,52299.7,500.045,28,28,1061396863232,1061390085608,6777.62
29,0,1788389051004073391,1788389051004073391,1788389051004086150,1788389051056494203,52408.1,499.948,29,29,1061896813360,1061890034016,6779.34
30,0,1788389051004073391,1788389051504073391,1788389051504132160,1788389051556354975,52222.8,500.046,30,30,1062396852152,1062390071016,6781.14
31,0,1788389052004067505,1788389052004067505,1788389052004080857,1788389052056332914,52252.1,499.949,31,31,1062896802576,1062890019176,6783.4
32,0,1788389052004067505,1788389052504067505,1788389052504125624,1788389052556368756,52243.1,500.045,32,32,1063396840392,1063390071120,6769.27
33,0,1788389053004062449,1788389053004062449,1788389053004075116,1788389053056613875,52538.8,499.949,33,33,1063896791096,1063890020152,6770.94
34,0,1788389053004062449,1788389053504062449,1788389053504120826,1788389053556630771,52509.9,500.046,34,34,1064396844448,1064390057176,6787.27
35,0,1788389054004056946,1788389054004056946,1788389054004069927,1788389054056655151,52585.2,499.949,35,35,1064896793848,1064890005232,6788.62
36,0,1788389054004056946,1788389054504056946,1788389054504117618,1788389054556516028,52398.4,500.048,36,36,1065396832608,1065390056880,6775.73
37,0,1788389055004051254,1788389055004051254,1788389055004064032,1788389055056528573,52464.5,499.946,37,37,1065896783120,1065890005824,6777.3
38,0,1788389055004051254,1788389055504051254,1788389055504109813,1788389055556648187,52538.4,500.046,38,38,1066396836688,1066390043176,6793.51
39,0,1788389056004045614,1788389056004045614,1788389056004057521,1788389056056851505,52794,499.948,39,39,1066896786176,1066889991688,6794.49
40,0,1788389056004045614,1788389056504045614,1788389056504104282,1788389056556679490,52575.2,500.047,40,40,1067396824576,1067390043496,6781.08
