index,status,pps_anchor_ns,planned_ns,trigger_ns,retrieved_ns,retrieval_latency_us,interval_ms,cam0_frame_id,cam1_frame_id,cam0_dev_ts,cam1_dev_ts,dev_skew_us
1,0,1789077741003484613,1789077741003484613,1789077741003495854,1789077741057263322,53767.5,0,1381,1381,1270364518936,1270359106608,5412.33
2,0,1789077741003484613,1789077741503484613,1789077741503542785,1789077741556937535,53394.8,500.047,1382,1382,1270864366120,1270858774120,5592
3,0,1789077742003483422,1789077742003483422,1789077742003494885,1789077742057015264,53520.4,499.952,1383,1383,1271364271552,1271358648552,5623
4,0,1789077742003483422,1789077742503483422,1789077742503541325,1789077742557250536,53709.2,500.046,1384,1384,1271864370016,1271858760576,5609.44
5,0,1789077743003482581,1789077743003482581,1789077743003495673,1789077743056967998,53472.3,499.954,1385,1385,1272364260640,1272358635096,5625.54
6,0,1789077743003482581,1789077743503482581,1789077743503540344,1789077743557052520,53512.2,500.045,1386,1386,1272864299552,1272858701848,5597.7
7,0,1789077744003481015,1789077744003481015,1789077744003495422,1789077744056972414,53477,499.955,1387,1387,1273364250496,1273358666256,5584.24
8,0,1789077744003481015,1789077744503481015,1789077744503539767,1789077744557092092,53552.3,500.044,1388,1388,1273864318936,1273858688280,5630.66
9,0,1789077745003479577,1789077745003479577,1789077745003493947,1789077745057040050,53546.1,499.954,1389,1389,1274364239608,1274358622528,5617.08
10,0,1789077745003479577,1789077745503479577,1789077745503538393,1789077745557133885,53595.5,500.044,1390,1390,1274864278072,1274858748552,5529.52
11,0,1789077746003478673,1789077746003478673,1789077746003493858,1789077746057242350,53748.5,499.955,1391,1391,1275364243312,1275358653360,5589.95
12,0,1789077746003478673,1789077746503478673,1789077746503537830,1789077746557064694,53526.9,500.044,1392,1392,1275864296912,1275858705200,5591.71
13,0,1789077747003477489,1789077747003477489,1789077747003491619,1789077747056818522,53326.9,499.954,1393,1393,1276364202792,1276358580312,5622.48
14,0,1789077747003477489,1789077747503477489,1789077747503536747,1789077747556943372,53406.6,500.045,1394,1394,1276864300504,1276858677496,5623.01
15,0,1789077748003475655,1789077748003475655,1789077748003489673,1789077748056743466,53253.8,499.953,1395,1395,1277364280608,1277358684576,5596.03
16,0,1789077748003475655,1789077748503475655,1789077748503535902,1789077748556767881,53232,500.046,1396,1396,1277864275608,1277858648904,5626.7
17,0,1789077749003474355,1789077749003474355,1789077749003489003,1789077749055909322,52420.3,499.953,1397,1397,1278364240720,1278358627200,5613.52
18,0,1789077749003474355,1789077749503474355,1789077749503534425,1789077749555896504,52362.1,500.045,1398,1398,1278864220528,1278858605016,5615.51
19,0,1789077750003473330,1789077750003473330,1789077750003487830,1789077750055954353,52466.5,499.953,1399,1399,1279364184848,1279358613632,5571.22
20,0,1789077750003473330,1789077750503473330,1789077750503532797,1789077750556019950,52487.2,500.045,1400,1400,1279864298608,1279858724744,5573.86
21,0,1789077751003472321,1789077751003472321,1789077751003485617,1789077751056001900,52516.3,499.953,1401,1401,1280364204416,1280358555552,5648.86
22,0,1789077751003472321,1789077751503472321,1789077751503532500,1789077751556142467,52610,500.047,1402,1402,1280864272552,1280858680880,5591.67
23,0,1789077752003471476,1789077752003471476,1789077752003486716,1789077752056028833,52542.1,499.954,1403,1403,1281364237528,1281358615632,5621.9
24,0,1789077752003471476,1789077752503471476,1789077752503531440,1789077752556078724,52547.3,500.045,1404,1404,1281864291608,1281858652608,5639
25,0,1789077753003469258,1789077753003469258,1789077753003483924,1789077753056064116,52580.2,499.952,1405,1405,1282364241200,1282358645608,5595.59
26,0,1789077753003469258,1789077753503469258,1789077753503530656,1789077753555990885,52460.2,500.047,1406,1406,1282864192096,1282858639040,5553.06
27,0,1789077754003468925,1789077754003468925,1789077754003483129,1789077754055968878,52485.7,499.952,1407,1407,1283364201632,1283358557904,5643.73
28,0,1789077754003468925,1789077754503468925,1789077754503529350,1789077754556024025,52494.7,500.046,1408,1408,1283864225608,1283858580632,5644.98
29,0,1789077755003467239,1789077755003467239,1789077755003482146,1789077755055855044,52372.9,499.953,1409,1409,1284364160360,1284358545064,5615.3
30,0,1789077755003467239,1789077755503467239,1789077755503527412,1789077755555940551,52413.1,500.045,1410,1410,1284864185448,1284858611656,5573.79
31,0,1789077756003466641,1789077756003466641,1789077756003482308,1789077756055902596,52420.3,499.955,1411,1411,1285364209552,1285358605128,5604.42
32,0,1789077756003466641,1789077756503466641,1789077756503528470,1789077756556056739,52528.3,500.046,1412,1412,1285864262768,1285858701712,5561.06
33,0,1789077757003465319,1789077757003465319,1789077757003480263,1789077757055881626,52401.4,499.952,1413,1413,1286364168528,1286358576576,5591.95
34,0,1789077757003465319,1789077757503465319,1789077757503526211,1789077757555983444,52457.2,500.046,1414,1414,1286864252552,1286858673336,5579.22
35,0,1789077758003464141,1789077758003464141,1789077758003478234,1789077758056000615,52522.4,499.952,1415,1415,1287364172632,1287358533528,5639.1
36,0,1789077758003464141,1789077758503464141,1789077758503524467,1789077758555951905,52427.4,500.046,1416,1416,1287864137688,1287858511448,5626.24
37,0,1789077759003462535,1789077759003462535,1789077759003477757,1789077759055974565,52496.8,499.953,1417,1417,1288364147632,1288358563496,5584.14
38,0,1789077759003462535,1789077759503462535,1789077759503523313,1789077759556055473,52532.2,500.046,1418,1418,1288864186016,1288858557040,5628.98
39,0,1789077760003461721,1789077760003461721,1789077760003477110,1789077760055968493,52491.4,499.954,1419,1419,1289364121528,1289358506040,5615.49
40,0,1789077760003461721,1789077760503461721,1789077760503522896,1789077760555989575,52466.7,500.046,1420,1420,1289864146040,1289858543552,5602.49
41,0,1789077761003460201,1789077761003460201,1789077761003473220,1789077761055883011,52409.8,499.95,1421,1421,1290364066688,1290358417824,5648.86
42,0,1789077761003460201,1789077761503460201,1789077761503519568,1789077761555916508,52396.9,500.046,1422,1422,1290864105040,1290858544608,5560.43
43,0,1789077762003459603,1789077762003459603,1789077762003472751,1789077762055922414,52449.7,499.953,1423,1423,1291364100416,1291358478552,5621.86
44,0,1789077762003459603,1789077762503459603,1789077762503517960,1789077762556005122,52487.2,500.045,1424,1424,1291864169064,1291858589608,5579.46
45,0,1789077763003458113,1789077763003458113,1789077763003470224,1789077763055859129,52388.9,499.952,1425,1425,1292364103576,1292358509176,5594.4
46,0,1789077763003458113,1789077763503458113,1789077763503517440,1789077763555938641,52421.2,500.047,1426,1426,1292864142552,1292858487120,5655.43
47,0,1789077764003457564,1789077764003457564,1789077764003471416,1789077764055818081,52346.7,499.954,1427,1427,1293364063392,1293358435576,5627.82
48,0,1789077764003457564,1789077764503457564,1789077764503515898,1789077764555890267,52374.4,500.044,1428,1428,1293864087528,1293858502984,5584.54
49,0,1789077765003456474,1789077765003456474,1789077765003470456,1789077765055810140,52339.7,499.955,1429,1429,1294364053096,1294358466504,5586.59
50,0,1789077765003456474,1789077765503456474,1789077765503514742,1789077765555895352,52380.6,500.044,1430,1430,1294864121064,1294858489120,5631.94
51,0,1789077766003455807,1789077766003455807,1789077766003471159,1789077766056055805,52584.6,499.956,1431,1431,1295364115960,1295358497608,5618.35
