index,status,pps_anchor_ns,planned_ns,trigger_ns,retrieved_ns,retrieval_latency_us,interval_ms,cam0_frame_id,cam1_frame_id,cam0_dev_ts,cam1_dev_ts,dev_skew_us
1,0,1789078007003544157,1789078007003544157,1789078007003556971,1789078007057539029,53982.1,0,1861,1861,1536362256336,1536356677824,5578.51
2,0,1789078007003544157,1789078007503544157,1789078007503602406,1789078007557079596,53477.2,500.045,1862,1862,1536862044416,1536856301416,5743
3,0,1789078008003543786,1789078008003543786,1789078008003557601,1789078008057132365,53574.8,499.955,1863,1863,1537361920472,1537356235040,5685.43
4,0,1789078008003543786,1789078008503543786,1789078008504168888,1789078008560465898,56297,500.611,1864,1864,1537862566040,1537856894496,5671.54
5,0,1789078009003546366,1789078009003546366,1789078009003558440,1789078009057240222,53681.8,499.39,1865,1865,1538361968344,1538356251552,5716.79
6,0,1789078009003546366,1789078009503546366,1789078009503603400,1789078009557316996,53713.6,500.045,1866,1866,1538861977800,1538856244528,5733.27
7,0,1789078010003545693,1789078010003545693,1789078010003557767,1789078010057365919,53808.2,499.954,1867,1867,1539361987096,1539356223176,5763.92
8,0,1789078010003545693,1789078010503545693,1789078010503603636,1789078010556951161,53347.5,500.046,1868,1868,1539861952936,1539856216608,5736.33
9,0,1789078011003548747,1789078011003548747,1789078011003560303,1789078011056945920,53385.6,499.957,1869,1869,1540361887576,1540356150448,5737.13
10,0,1789078011003548747,1789078011503548747,1789078011503606990,1789078011556988330,53381.3,500.047,1870,1870,1540862016064,1540856276576,5739.49
11,0,1789078012003550048,1789078012003550048,1789078012003563807,1789078012057128369,53564.6,499.957,1871,1871,1541361921960,1541356195632,5726.33
12,0,1789078012003550048,1789078012503550048,1789078012503607849,1789078012556900393,53292.5,500.044,1872,1872,1541861990256,1541856247608,5742.65
13,0,1789078013003551762,1789078013003551762,1789078013003564114,1789078013056868880,53304.8,499.956,1873,1873,1542361910504,1542356211584,5698.92
