index,status,pps_anchor_ns,planned_ns,trigger_ns,retrieved_ns,retrieval_latency_us,interval_ms,cam0_frame_id,cam1_frame_id,cam0_dev_ts,cam1_dev_ts,dev_skew_us
1,0,1789076824004858907,1789076824004858907,1789076824004869295,1789076824060166828,55297.5,0,1,1,353371680824,353366818984,4861.84
2,0,1789076824004858907,1789076824504858907,1789076824504917649,1789076824558499605,53582,500.048,2,2,353871587096,353866560608,5026.49
3,0,1789076825004868355,1789076825004868355,1789076825004880670,1789076825058367329,53486.7,499.963,3,3,354371492392,354366435176,5057.22
4,0,1789076825004868355,1789076825504868355,1789076825504926357,1789076825558349997,53423.6,500.046,4,4,354871516528,354866443096,5073.43
5,0,1789076826004877655,1789076826004877655,1789076826004890118,1789076826058288647,53398.5,499.964,5,5,355371437448,355366406152,5031.3
6,0,1789076826004877655,1789076826504877655,1789076826504935768,1789076826558328408,53392.6,500.046,6,6,355871475720,355866472576,5003.14
7,0,1789076827004887177,1789076827004887177,1789076827004900566,1789076827058382243,53481.7,499.965,7,7,356371485552,356366451040,5034.51
8,0,1789076827004887177,1789076827504887177,1789076827504944938,1789076827558370855,53425.9,500.044,8,8,356871494416,356866502984,4991.43
9,0,1789076828004896865,1789076828004896865,1789076828004910087,1789076828058384987,53474.9,499.965,9,9,357371518984,357366525880,4993.1
10,0,1789076828004896865,1789076828504896865,1789076828504954922,1789076828558250154,53295.2,500.045,10,10,357871483632,357866444040,5039.59
11,0,1789076829004905516,1789076829004905516,1789076829004919868,1789076829058492415,53572.5,499.965,11,11,358371463576,358366392824,5070.75
12,0,1789076829004905516,1789076829504905516,1789076829504963628,1789076829558263786,53300.2,500.044,12,12,358871486904,358866430688,5056.22
13,0,1789076830004912740,1789076830004912740,1789076830004927944,1789076830059068271,54140.3,499.964,13,13,359371437528,359366363528,5074
14,0,1789076830004912740,1789076830504912740,1789076830504971519,1789076830558314863,53343.3,500.044,14,14,359871491016,359866504936,4986.08
15,0,1789076831004924298,1789076831004924298,1789076831004937594,1789076831058340512,53402.9,499.966,15,15,360371455960,360366364576,5091.38
16,0,1789076831004924298,1789076831504924298,1789076831504983003,1789076831558452402,53469.4,500.045,16,16,360871538576,360866534984,5003.59
17,0,1789076832004933077,1789076832004933077,1789076832004946114,1789076832057638772,52692.7,499.963,17,17,361371474632,361366453936,5020.7
18,0,1789076832004933077,1789076832504933077,1789076832504991949,1789076832557684661,52692.7,500.046,18,18,361871542800,361866506096,5036.7
19,0,1789076833004942579,1789076833004942579,1789076833004955394,1789076833057571791,52616.4,499.963,19,19,362371477608,362366454608,5023
20,0,1789076833004942579,1789076833504942579,1789076833505000487,1789076833557634588,52634.1,500.045,20,20,362871502552,362866506120,4996.43
21,0,1789076834004952154,1789076834004952154,1789076834004965469,1789076834057620793,52655.3,499.965,21,21,363371452608,363366410120,5042.49
22,0,1789076834004952154,1789076834504952154,1789076834505010321,1789076834557674330,52664,500.045,22,22,363871505608,363866447608,5058
23,0,1789076835004961063,1789076835004961063,1789076835004973377,1789076835057566386,52593,499.963,23,23,364371396872,364366366208,5030.66
24,0,1789076835004961063,1789076835504961063,1789076835505020119,1789076835557650479,52630.4,500.047,24,24,364871494824,364866507848,4986.98
25,0,1789076836004970211,1789076836004970211,1789076836004984008,1789076836057442850,52458.8,499.964,25,25,365371430120,365366381904,5048.22
26,0,1789076836004970211,1789076836504970211,1789076836505028508,1789076836557471517,52443,500.045,26,26,365871454096,365866389632,5064.46
