utc,assert_s,assert_ns,offset_us,pulse_count,soc_temp_c
2026-09-12T00:00:23Z,1789171223,005088794,5088.8,3830,46.3
2026-09-12T00:00:33Z,1789171233,005104444,5104.4,3840,47.4
2026-09-12T00:00:43Z,1789171243,005117653,5117.7,3850,46.9
2026-09-12T00:00:53Z,1789171253,005133088,5133.1,3860,45.8
2026-09-12T00:01:03Z,1789171263,005149062,5149.1,3870,46.9
2026-09-12T00:01:13Z,1789171273,005165818,5165.8,3880,48.0
2026-09-12T00:01:23Z,1789171283,005179390,5179.4,3890,47.4
2026-09-12T00:01:33Z,1789171293,005193705,5193.7,3900,46.9
2026-09-12T00:01:43Z,1789171303,005209687,5209.7,3910,48.0
2026-09-12T00:01:53Z,1789171313,005224264,5224.3,3920,47.4
2026-09-12T00:02:03Z,1789171323,005238452,5238.5,3930,48.5
2026-09-12T00:02:13Z,1789171333,005255252,5255.3,3940,48.0
2026-09-12T00:02:23Z,1789171343,005269626,5269.6,3950,49.0
2026-09-12T00:02:33Z,1789171353,005283017,5283.0,3960,48.0
2026-09-12T00:02:43Z,1789171363,005300834,5300.8,3970,48.5
2026-09-12T00:02:53Z,1789171373,005314575,5314.6,3980,48.5
2026-09-12T00:03:03Z,1789171383,005329278,5329.3,3990,49.0
2026-09-12T00:03:13Z,1789171393,005343683,5343.7,4000,48.5
2026-09-12T00:03:23Z,1789171403,005359456,5359.5,4010,48.5
2026-09-12T00:03:33Z,1789171413,005374153,5374.2,4020,48.5
2026-09-12T00:03:43Z,1789171423,005388624,5388.6,4030,48.5
2026-09-12T00:03:53Z,1789171433,005402167,5402.2,4040,47.4
2026-09-12T00:04:03Z,1789171443,005416447,5416.4,4050,49.6
2026-09-12T00:04:13Z,1789171453,005430834,5430.8,4060,49.0
2026-09-12T00:04:23Z,1789171463,005444107,5444.1,4070,48.5
2026-09-12T00:04:33Z,1789171473,005458949,5458.9,4080,48.5
2026-09-12T00:04:43Z,1789171483,005473008,5473.0,4090,48.0
2026-09-12T00:04:53Z,1789171493,005489175,5489.2,4100,46.9
2026-09-12T00:05:03Z,1789171503,005470491,5470.5,4110,47.4
2026-09-12T00:05:13Z,1789171513,005414473,5414.5,4120,46.3
2026-09-12T00:05:23Z,1789171523,005362042,5362.0,4130,47.4
2026-09-12T00:05:33Z,1789171533,005310895,5310.9,4140,46.9
2026-09-12T00:05:43Z,1789171543,005260456,5260.5,4150,46.3
2026-09-12T00:05:53Z,1789171553,005211517,5211.5,4160,46.9
2026-09-12T00:06:03Z,1789171563,005164519,5164.5,4170,47.4
2026-09-12T00:06:13Z,1789171573,005117310,5117.3,4180,46.3
2026-09-12T00:06:23Z,1789171583,005071852,5071.9,4190,47.4
2026-09-12T00:06:33Z,1789171593,005027030,5027.0,4200,47.4
2026-09-12T00:06:43Z,1789171603,004984085,4984.1,4210,47.4
2026-09-12T00:06:53Z,1789171613,004940773,4940.8,4220,47.4
2026-09-12T00:07:03Z,1789171623,004902150,4902.1,4230,46.9
2026-09-12T00:07:13Z,1789171633,004859178,4859.2,4240,46.3
2026-09-12T00:07:23Z,1789171643,004818801,4818.8,4250,48.0
2026-09-12T00:07:33Z,1789171653,004779909,4779.9,4260,48.5
2026-09-12T00:07:43Z,1789171663,004740742,4740.7,4270,48.0
2026-09-12T00:07:53Z,1789171673,004704080,4704.1,4280,46.9
2026-09-12T00:08:03Z,1789171683,004667441,4667.4,4290,46.9
2026-09-12T00:08:13Z,1789171693,004632180,4632.2,4300,46.9
2026-09-12T00:08:23Z,1789171703,004597280,4597.3,4310,48.5
2026-09-12T00:08:33Z,1789171713,004563391,4563.4,4320,47.4
2026-09-12T00:08:43Z,1789171723,004530237,4530.2,4330,46.9
2026-09-12T00:08:53Z,1789171733,004497138,4497.1,4340,48.5
2026-09-12T00:09:03Z,1789171743,004465558,4465.6,4350,48.0
2026-09-12T00:09:13Z,1789171753,004434594,4434.6,4360,48.5
2026-09-12T00:09:23Z,1789171763,004404638,4404.6,4370,47.4
2026-09-12T00:09:33Z,1789171773,004374898,4374.9,4380,48.0
2026-09-12T00:09:43Z,1789171783,004346860,4346.9,4390,48.0
2026-09-12T00:09:53Z,1789171793,004318140,4318.1,4400,48.0
2026-09-12T00:10:03Z,1789171803,004291278,4291.3,4410,46.9
2026-09-12T00:10:13Z,1789171813,004266652,4266.7,4420,49.0
2026-09-12T00:10:23Z,1789171823,004239988,4240.0,4430,50.1
2026-09-12T00:10:33Z,1789171833,004214052,4214.1,4440,50.1
2026-09-12T00:10:43Z,1789171843,004189312,4189.3,4450,48.5
2026-09-12T00:10:53Z,1789171853,004163829,4163.8,4460,48.0
2026-09-12T00:11:03Z,1789171863,004140703,4140.7,4470,48.5
2026-09-12T00:11:13Z,1789171873,004117423,4117.4,4480,49.0
2026-09-12T00:11:23Z,1789171883,004093734,4093.7,4490,48.5
2026-09-12T00:11:33Z,1789171893,004072016,4072.0,4500,47.4
2026-09-12T00:11:43Z,1789171903,004050385,4050.4,4510,47.4
2026-09-12T00:11:53Z,1789171913,004028480,4028.5,4520,48.0
2026-09-12T00:12:03Z,1789171923,004008975,4009.0,4530,46.9
2026-09-12T00:12:13Z,1789171933,003987859,3987.9,4540,46.9
2026-09-12T00:12:23Z,1789171943,003968325,3968.3,4550,48.0
2026-09-12T00:12:33Z,1789171953,003948475,3948.5,4560,48.0
2026-09-12T00:12:43Z,1789171963,003931945,3931.9,4570,46.3
2026-09-12T00:12:53Z,1789171973,003914450,3914.4,4580,46.9
2026-09-12T00:13:03Z,1789171983,003898702,3898.7,4590,46.3
2026-09-12T00:13:13Z,1789171993,003882727,3882.7,4600,46.9
2026-09-12T00:13:23Z,1789172003,003867647,3867.6,4610,46.9
2026-09-12T00:13:33Z,1789172013,003853193,3853.2,4620,46.9
2026-09-12T00:13:43Z,1789172023,003838930,3838.9,4630,46.9
2026-09-12T00:13:53Z,1789172033,003825331,3825.3,4640,46.9
2026-09-12T00:14:03Z,1789172043,003811870,3811.9,4650,47.4
2026-09-12T00:14:13Z,1789172053,003797870,3797.9,4660,47.4
2026-09-12T00:14:23Z,1789172063,003785657,3785.7,4670,46.9
2026-09-12T00:14:33Z,1789172073,003774649,3774.6,4680,46.3
2026-09-12T00:14:43Z,1789172083,003765635,3765.6,4690,46.9
2026-09-12T00:14:53Z,1789172093,003750939,3750.9,4700,47.4
2026-09-12T00:15:03Z,1789172103,003741647,3741.6,4710,46.9
2026-09-12T00:15:13Z,1789172113,003729178,3729.2,4720,48.0
2026-09-12T00:15:23Z,1789172123,003719894,3719.9,4730,47.4
2026-09-12T00:15:34Z,1789172133,003708788,3708.8,4740,46.3
2026-09-12T00:15:44Z,1789172144,003697968,3698.0,4751,48.0
2026-09-12T00:15:54Z,1789172154,003687769,3687.8,4761,46.9
2026-09-12T00:16:04Z,1789172164,003679172,3679.2,4771,46.9
2026-09-12T00:16:14Z,1789172174,003670872,3670.9,4781,46.9
2026-09-12T00:16:24Z,1789172184,003661439,3661.4,4791,48.0
2026-09-12T00:16:34Z,1789172194,003653866,3653.9,4801,48.0
2026-09-12T00:16:44Z,1789172204,003644923,3644.9,4811,48.0
2026-09-12T00:16:54Z,1789172214,003638457,3638.5,4821,46.9
2026-09-12T00:17:04Z,1789172224,003631443,3631.4,4831,47.4
2026-09-12T00:17:14Z,1789172234,003623043,3623.0,4841,48.0
2026-09-12T00:17:24Z,1789172244,003615639,3615.6,4851,48.5
2026-09-12T00:17:34Z,1789172254,003610336,3610.3,4861,46.3
2026-09-12T00:17:44Z,1789172264,003603630,3603.6,4871,48.5
2026-09-12T00:17:54Z,1789172274,003598755,3598.8,4881,48.5
2026-09-12T00:18:04Z,1789172284,003592891,3592.9,4891,46.9
2026-09-12T00:18:14Z,1789172294,003587441,3587.4,4901,48.0
2026-09-12T00:18:24Z,1789172304,003581010,3581.0,4911,48.0
2026-09-12T00:18:34Z,1789172314,003577037,3577.0,4921,48.5
2026-09-12T00:18:44Z,1789172324,003572297,3572.3,4931,47.4
2026-09-12T00:18:54Z,1789172334,003568320,3568.3,4941,48.0
2026-09-12T00:19:04Z,1789172344,003563324,3563.3,4951,48.0
2026-09-12T00:19:14Z,1789172354,003560102,3560.1,4961,46.9
2026-09-12T00:19:24Z,1789172364,003555555,3555.6,4971,47.4
2026-09-12T00:19:34Z,1789172374,003553346,3553.3,4981,47.4
2026-09-12T00:19:44Z,1789172384,003548804,3548.8,4991,48.5
2026-09-12T00:19:54Z,1789172394,003546462,3546.5,5001,48.5
2026-09-12T00:20:04Z,1789172404,003545519,3545.5,5011,47.4
2026-09-12T00:20:14Z,1789172414,003544304,3544.3,5021,49.0
2026-09-12T00:20:24Z,1789172424,003541758,3541.8,5031,49.0
2026-09-12T00:20:34Z,1789172434,003537413,3537.4,5041,48.0
2026-09-12T00:20:44Z,1789172444,003536267,3536.3,5051,48.5
2026-09-12T00:20:54Z,1789172454,003532759,3532.8,5061,48.0
2026-09-12T00:21:04Z,1789172464,003530441,3530.4,5071,48.0
2026-09-12T00:21:14Z,1789172474,003528476,3528.5,5081,48.5
2026-09-12T00:21:24Z,1789172484,003525676,3525.7,5091,48.0
2026-09-12T00:21:34Z,1789172494,003524777,3524.8,5101,48.5
2026-09-12T00:21:44Z,1789172504,003523647,3523.6,5111,47.4
2026-09-12T00:21:54Z,1789172514,003521412,3521.4,5121,48.5
2026-09-12T00:22:04Z,1789172524,003520161,3520.2,5131,46.9
2026-09-12T00:22:14Z,1789172534,003520371,3520.4,5141,48.5
2026-09-12T00:22:24Z,1789172544,003516764,3516.8,5151,46.9
2026-09-12T00:22:34Z,1789172554,003517260,3517.3,5161,46.9
2026-09-12T00:22:44Z,1789172564,003517301,3517.3,5171,46.9
2026-09-12T00:22:54Z,1789172574,003516477,3516.5,5181,46.3
2026-09-12T00:23:04Z,1789172584,003517415,3517.4,5191,46.9
2026-09-12T00:23:14Z,1789172594,003519260,3519.3,5201,46.3
2026-09-12T00:23:24Z,1789172604,003519713,3519.7,5211,45.2
2026-09-12T00:23:34Z,1789172614,003522029,3522.0,5221,45.2
2026-09-12T00:23:44Z,1789172624,003524615,3524.6,5231,46.3
2026-09-12T00:23:54Z,1789172634,003527725,3527.7,5241,46.9
2026-09-12T00:24:04Z,1789172644,003529655,3529.7,5251,46.9
2026-09-12T00:24:14Z,1789172654,003533956,3534.0,5261,46.9
2026-09-12T00:24:24Z,1789172664,003536165,3536.2,5271,46.9
2026-09-12T00:24:34Z,1789172674,003539962,3540.0,5281,46.3
2026-09-12T00:24:44Z,1789172684,003543846,3543.8,5291,45.8
2026-09-12T00:24:54Z,1789172694,003546758,3546.8,5301,47.4
2026-09-12T00:25:04Z,1789172704,003552920,3552.9,5311,47.4
2026-09-12T00:25:14Z,1789172714,003553642,3553.6,5321,46.9
2026-09-12T00:25:24Z,1789172724,003556609,3556.6,5331,46.3
2026-09-12T00:25:34Z,1789172734,003559928,3559.9,5341,47.4
2026-09-12T00:25:44Z,1789172744,003563580,3563.6,5351,46.9
2026-09-12T00:25:54Z,1789172754,003567858,3567.9,5361,45.8
2026-09-12T00:26:04Z,1789172764,003572076,3572.1,5371,47.4
2026-09-12T00:26:14Z,1789172774,003576527,3576.5,5381,46.9
2026-09-12T00:26:24Z,1789172784,003580616,3580.6,5391,46.9
2026-09-12T00:26:34Z,1789172794,003584009,3584.0,5401,46.9
2026-09-12T00:26:44Z,1789172804,003589593,3589.6,5411,47.4
2026-09-12T00:26:54Z,1789172814,003593328,3593.3,5421,47.4
2026-09-12T00:27:04Z,1789172824,003597787,3597.8,5431,46.9
2026-09-12T00:27:14Z,1789172834,003601468,3601.5,5441,46.3
2026-09-12T00:27:24Z,1789172844,003605886,3605.9,5451,46.3
2026-09-12T00:27:34Z,1789172854,003610802,3610.8,5461,47.4
2026-09-12T00:27:44Z,1789172864,003614916,3614.9,5471,47.4
2026-09-12T00:27:54Z,1789172874,003619189,3619.2,5481,48.0
2026-09-12T00:28:04Z,1789172884,003624787,3624.8,5491,46.9
2026-09-12T00:28:14Z,1789172894,003629911,3629.9,5501,47.4
2026-09-12T00:28:24Z,1789172904,003633782,3633.8,5511,48.0
2026-09-12T00:28:34Z,1789172914,003639548,3639.5,5521,48.0
2026-09-12T00:28:44Z,1789172924,003644686,3644.7,5531,46.9
2026-09-12T00:28:54Z,1789172934,003650512,3650.5,5541,47.4
2026-09-12T00:29:04Z,1789172944,003655134,3655.1,5551,47.4
2026-09-12T00:29:14Z,1789172954,003659570,3659.6,5561,46.3
2026-09-12T00:29:24Z,1789172964,003666430,3666.4,5571,48.0
2026-09-12T00:29:34Z,1789172974,003671008,3671.0,5581,47.4
2026-09-12T00:29:44Z,1789172984,003676025,3676.0,5591,48.0
2026-09-12T00:29:54Z,1789172994,003681517,3681.5,5601,47.4
2026-09-12T00:30:04Z,1789173004,003689890,3689.9,5611,46.3
2026-09-12T00:30:14Z,1789173014,003696846,3696.8,5621,48.0
2026-09-12T00:30:24Z,1789173024,003701959,3702.0,5631,48.0
2026-09-12T00:30:34Z,1789173034,003707097,3707.1,5641,48.0
2026-09-12T00:30:44Z,1789173044,003712445,3712.4,5651,48.0
2026-09-12T00:30:54Z,1789173054,003717741,3717.7,5661,48.0
2026-09-12T00:31:04Z,1789173064,003722559,3722.6,5671,49.0
2026-09-12T00:31:14Z,1789173074,003727602,3727.6,5681,49.0
2026-09-12T00:31:24Z,1789173084,003731998,3732.0,5691,49.0
2026-09-12T00:31:34Z,1789173094,003737004,3737.0,5701,49.6
2026-09-12T00:31:44Z,1789173104,003743028,3743.0,5711,48.5
2026-09-12T00:31:54Z,1789173114,003747031,3747.0,5721,49.0
2026-09-12T00:32:04Z,1789173124,003751069,3751.1,5731,48.5
2026-09-12T00:32:15Z,1789173134,003757490,3757.5,5741,49.0
2026-09-12T00:32:25Z,1789173145,003758851,3758.9,5752,46.9
2026-09-12T00:32:35Z,1789173155,003764730,3764.7,5762,47.4
2026-09-12T00:32:45Z,1789173165,003769416,3769.4,5772,47.4
2026-09-12T00:32:55Z,1789173175,003774593,3774.6,5782,46.9
2026-09-12T00:33:05Z,1789173185,003781373,3781.4,5792,46.9
2026-09-12T00:33:15Z,1789173195,003787291,3787.3,5802,46.3
2026-09-12T00:33:25Z,1789173205,003793661,3793.7,5812,46.3
2026-09-12T00:33:35Z,1789173215,003800019,3800.0,5822,46.9
2026-09-12T00:33:45Z,1789173225,003807605,3807.6,5832,45.2
2026-09-12T00:33:55Z,1789173235,003814864,3814.9,5842,46.3
2026-09-12T00:34:05Z,1789173245,003821163,3821.2,5852,45.2
2026-09-12T00:34:15Z,1789173255,003828799,3828.8,5862,46.9
2026-09-12T00:34:25Z,1789173265,003836364,3836.4,5872,47.4
2026-09-12T00:34:35Z,1789173275,003844042,3844.0,5882,47.4
2026-09-12T00:34:45Z,1789173285,003850407,3850.4,5892,48.0
2026-09-12T00:34:55Z,1789173295,003857956,3858.0,5902,46.3
2026-09-12T00:35:05Z,1789173305,003865488,3865.5,5912,46.3
2026-09-12T00:35:15Z,1789173315,003872962,3873.0,5922,45.8
2026-09-12T00:35:25Z,1789173325,003880176,3880.2,5932,47.4
2026-09-12T00:35:35Z,1789173335,003886998,3887.0,5942,45.8
2026-09-12T00:35:45Z,1789173345,003894984,3895.0,5952,45.8
2026-09-12T00:35:55Z,1789173355,003901855,3901.9,5962,48.0
2026-09-12T00:36:05Z,1789173365,003910019,3910.0,5972,47.4
2026-09-12T00:36:15Z,1789173375,003917269,3917.3,5982,45.2
2026-09-12T00:36:25Z,1789173385,003925496,3925.5,5992,47.4
2026-09-12T00:36:35Z,1789173395,003932476,3932.5,6002,46.3
2026-09-12T00:36:45Z,1789173405,003940004,3940.0,6012,47.4
2026-09-12T00:36:55Z,1789173415,003948580,3948.6,6022,45.8
2026-09-12T00:37:05Z,1789173425,003955593,3955.6,6032,47.4
2026-09-12T00:37:15Z,1789173435,003963265,3963.3,6042,48.5
2026-09-12T00:37:25Z,1789173445,003971630,3971.6,6052,48.0
2026-09-12T00:37:35Z,1789173455,003979542,3979.5,6062,47.4
2026-09-12T00:37:45Z,1789173465,003987092,3987.1,6072,47.4
2026-09-12T00:37:55Z,1789173475,003995520,3995.5,6082,47.4
2026-09-12T00:38:05Z,1789173485,004002529,4002.5,6092,48.0
2026-09-12T00:38:15Z,1789173495,004009989,4010.0,6102,46.3
2026-09-12T00:38:25Z,1789173505,004017753,4017.8,6112,47.4
2026-09-12T00:38:35Z,1789173515,004026096,4026.1,6122,46.9
2026-09-12T00:38:45Z,1789173525,004034185,4034.2,6132,47.4
2026-09-12T00:38:55Z,1789173535,004041853,4041.9,6142,46.9
2026-09-12T00:39:05Z,1789173545,004049545,4049.5,6152,45.8
2026-09-12T00:39:15Z,1789173555,004024502,4024.5,6162,45.8
2026-09-12T00:39:25Z,1789173565,003992873,3992.9,6172,47.4
2026-09-12T00:39:35Z,1789173575,003961006,3961.0,6182,45.8
2026-09-12T00:39:45Z,1789173585,003929684,3929.7,6192,45.8
2026-09-12T00:39:55Z,1789173595,003899525,3899.5,6202,47.4
2026-09-12T00:40:05Z,1789173605,003871534,3871.5,6212,47.4
2026-09-12T00:40:15Z,1789173615,003845440,3845.4,6222,48.0
2026-09-12T00:40:25Z,1789173625,003816343,3816.3,6232,46.9
2026-09-12T00:40:35Z,1789173635,003786915,3786.9,6242,46.9
2026-09-12T00:40:45Z,1789173645,003759904,3759.9,6252,48.0
2026-09-12T00:40:55Z,1789173655,003731725,3731.7,6262,48.0
2026-09-12T00:41:05Z,1789173665,003705736,3705.7,6272,48.5
2026-09-12T00:41:15Z,1789173675,003680003,3680.0,6282,48.0
2026-09-12T00:41:25Z,1789173685,003653883,3653.9,6292,48.5
2026-09-12T00:41:35Z,1789173695,003629126,3629.1,6302,47.4
2026-09-12T00:41:45Z,1789173705,003603389,3603.4,6312,48.0
2026-09-12T00:41:55Z,1789173715,003579735,3579.7,6322,49.0
2026-09-12T00:42:05Z,1789173725,003555246,3555.2,6332,49.6
2026-09-12T00:42:15Z,1789173735,003529266,3529.3,6342,49.0
2026-09-12T00:42:25Z,1789173745,003504470,3504.5,6352,48.0
2026-09-12T00:42:35Z,1789173755,003481775,3481.8,6362,48.0
2026-09-12T00:42:45Z,1789173765,003462615,3462.6,6372,47.4
2026-09-12T00:42:55Z,1789173775,003437408,3437.4,6382,48.5
2026-09-12T00:43:05Z,1789173785,003416497,3416.5,6392,48.5
2026-09-12T00:43:15Z,1789173795,003395818,3395.8,6402,48.5
2026-09-12T00:43:25Z,1789173805,003375066,3375.1,6412,48.5
2026-09-12T00:43:35Z,1789173815,003354436,3354.4,6422,48.5
2026-09-12T00:43:45Z,1789173825,003335199,3335.2,6432,46.9
2026-09-12T00:43:55Z,1789173835,003315809,3315.8,6442,48.0
2026-09-12T00:44:05Z,1789173845,003296813,3296.8,6452,47.4
2026-09-12T00:44:15Z,1789173855,003279298,3279.3,6462,48.0
2026-09-12T00:44:25Z,1789173865,003259903,3259.9,6472,46.9
2026-09-12T00:44:35Z,1789173875,003242899,3242.9,6482,48.5
2026-09-12T00:44:45Z,1789173885,003225742,3225.7,6492,48.5
2026-09-12T00:44:55Z,1789173895,003209461,3209.5,6502,46.3
2026-09-12T00:45:05Z,1789173905,003192735,3192.7,6512,47.4
2026-09-12T00:45:15Z,1789173915,003176761,3176.8,6522,47.4
2026-09-12T00:45:25Z,1789173925,003160940,3160.9,6532,48.0
2026-09-12T00:45:35Z,1789173935,003145876,3145.9,6542,48.0
2026-09-12T00:45:45Z,1789173945,003130693,3130.7,6552,48.0
2026-09-12T00:45:55Z,1789173955,003115753,3115.8,6562,46.9
2026-09-12T00:46:05Z,1789173965,003101367,3101.4,6572,48.5
2026-09-12T00:46:15Z,1789173975,003088527,3088.5,6582,48.0
2026-09-12T00:46:25Z,1789173985,003074840,3074.8,6592,48.0
2026-09-12T00:46:35Z,1789173995,003061115,3061.1,6602,46.9
2026-09-12T00:46:45Z,1789174005,003047845,3047.8,6612,46.3
2026-09-12T00:46:55Z,1789174015,003035117,3035.1,6622,48.0
2026-09-12T00:47:05Z,1789174025,003023000,3023.0,6632,48.0
2026-09-12T00:47:15Z,1789174035,003010341,3010.3,6642,46.3
2026-09-12T00:47:25Z,1789174045,002998504,2998.5,6652,46.9
2026-09-12T00:47:35Z,1789174055,002986763,2986.8,6662,46.3
2026-09-12T00:47:45Z,1789174065,002975612,2975.6,6672,46.9
2026-09-12T00:47:55Z,1789174075,002964713,2964.7,6682,47.4
2026-09-12T00:48:05Z,1789174085,002951895,2951.9,6692,48.0
2026-09-12T00:48:15Z,1789174095,002942818,2942.8,6702,46.9
2026-09-12T00:48:25Z,1789174105,002932313,2932.3,6712,46.9
2026-09-12T00:48:36Z,1789174115,002922781,2922.8,6722,47.4
2026-09-12T00:48:46Z,1789174126,002911754,2911.8,6733,47.4
2026-09-12T00:48:56Z,1789174136,002901697,2901.7,6743,48.0
2026-09-12T00:49:06Z,1789174146,002893118,2893.1,6753,46.9
2026-09-12T00:49:16Z,1789174156,002884421,2884.4,6763,47.4
2026-09-12T00:49:26Z,1789174166,002875583,2875.6,6773,47.4
2026-09-12T00:49:36Z,1789174176,002866322,2866.3,6783,47.4
2026-09-12T00:49:46Z,1789174186,002858487,2858.5,6793,47.4
2026-09-12T00:49:56Z,1789174196,002849961,2850.0,6803,46.3
2026-09-12T00:50:06Z,1789174206,002843963,2844.0,6813,45.8
2026-09-12T00:50:16Z,1789174216,002837731,2837.7,6823,48.0
2026-09-12T00:50:26Z,1789174226,002828890,2828.9,6833,47.4
2026-09-12T00:50:36Z,1789174236,002821807,2821.8,6843,48.0
2026-09-12T00:50:46Z,1789174246,002814441,2814.4,6853,48.5
2026-09-12T00:50:56Z,1789174256,002806844,2806.8,6863,48.5
2026-09-12T00:51:06Z,1789174266,002798847,2798.8,6873,49.0
2026-09-12T00:51:16Z,1789174276,002791669,2791.7,6883,48.5
2026-09-12T00:51:26Z,1789174286,002785231,2785.2,6893,48.5
2026-09-12T00:51:36Z,1789174296,002777678,2777.7,6903,49.0
2026-09-12T00:51:46Z,1789174306,002769601,2769.6,6913,48.5
2026-09-12T00:51:56Z,1789174316,002763570,2763.6,6923,49.6
2026-09-12T00:52:06Z,1789174326,002757342,2757.3,6933,49.0
2026-09-12T00:52:16Z,1789174336,002745931,2745.9,6943,48.5
2026-09-12T00:52:26Z,1789174346,002740262,2740.3,6953,49.0
2026-09-12T00:52:36Z,1789174356,002736052,2736.1,6963,48.0
2026-09-12T00:52:46Z,1789174366,002728615,2728.6,6973,46.3
2026-09-12T00:52:56Z,1789174376,002722540,2722.5,6983,46.3
2026-09-12T00:53:06Z,1789174386,002716972,2717.0,6993,47.4
2026-09-12T00:53:16Z,1789174396,002711001,2711.0,7003,47.4
2026-09-12T00:53:26Z,1789174406,002707904,2707.9,7013,46.3
2026-09-12T00:53:36Z,1789174416,002703195,2703.2,7023,46.3
2026-09-12T00:53:46Z,1789174426,002700020,2700.0,7033,47.4
2026-09-12T00:53:56Z,1789174436,002695988,2696.0,7043,46.9
2026-09-12T00:54:06Z,1789174446,002692060,2692.1,7053,46.3
2026-09-12T00:54:16Z,1789174456,002689140,2689.1,7063,46.3
2026-09-12T00:54:26Z,1789174466,002686689,2686.7,7073,47.4
2026-09-12T00:54:36Z,1789174476,002683427,2683.4,7083,45.8
2026-09-12T00:54:46Z,1789174486,002680575,2680.6,7093,46.9
2026-09-12T00:54:56Z,1789174496,002678944,2678.9,7103,45.8
2026-09-12T00:55:06Z,1789174506,002675329,2675.3,7113,46.9
2026-09-12T00:55:16Z,1789174516,002672653,2672.7,7123,46.9
2026-09-12T00:55:26Z,1789174526,002670601,2670.6,7133,46.9
2026-09-12T00:55:36Z,1789174536,002667891,2667.9,7143,47.4
2026-09-12T00:55:46Z,1789174546,002665726,2665.7,7153,46.9
2026-09-12T00:55:56Z,1789174556,002662660,2662.7,7163,46.9
2026-09-12T00:56:06Z,1789174566,002661449,2661.4,7173,46.3
2026-09-12T00:56:16Z,1789174576,002659981,2660.0,7183,47.4
2026-09-12T00:56:26Z,1789174586,002657866,2657.9,7193,47.4
2026-09-12T00:56:36Z,1789174596,002655766,2655.8,7203,46.9
2026-09-12T00:56:46Z,1789174606,002654090,2654.1,7213,46.9
2026-09-12T00:56:56Z,1789174616,002651575,2651.6,7223,46.9
2026-09-12T00:57:06Z,1789174626,002650590,2650.6,7233,45.8
2026-09-12T00:57:16Z,1789174636,002648745,2648.7,7243,46.9
2026-09-12T00:57:26Z,1789174646,002647520,2647.5,7253,47.4
2026-09-12T00:57:36Z,1789174656,002646264,2646.3,7263,46.9
2026-09-12T00:57:46Z,1789174666,002644607,2644.6,7273,46.9
2026-09-12T00:57:56Z,1789174676,002643230,2643.2,7283,46.9
2026-09-12T00:58:06Z,1789174686,002642208,2642.2,7293,47.4
2026-09-12T00:58:16Z,1789174696,002642668,2642.7,7303,45.8
2026-09-12T00:58:26Z,1789174706,002639571,2639.6,7313,45.8
2026-09-12T00:58:36Z,1789174716,002639843,2639.8,7323,45.8
2026-09-12T00:58:46Z,1789174726,002638315,2638.3,7333,47.4
2026-09-12T00:58:56Z,1789174736,002638134,2638.1,7343,46.3
2026-09-12T00:59:06Z,1789174746,002637521,2637.5,7353,46.3
2026-09-12T00:59:16Z,1789174756,002638382,2638.4,7363,46.3
2026-09-12T00:59:26Z,1789174766,002636327,2636.3,7373,47.4
2026-09-12T00:59:36Z,1789174776,002635224,2635.2,7383,47.4
2026-09-12T00:59:46Z,1789174786,002635573,2635.6,7393,46.9
2026-09-12T00:59:56Z,1789174796,002633928,2633.9,7403,48.0
2026-09-12T01:00:06Z,1789174806,002636177,2636.2,7413,47.4
2026-09-12T01:00:16Z,1789174816,002637059,2637.1,7423,48.0
2026-09-12T01:00:26Z,1789174826,002635480,2635.5,7433,48.0
2026-09-12T01:00:36Z,1789174836,002636385,2636.4,7443,48.0
2026-09-12T01:00:46Z,1789174846,002634122,2634.1,7453,48.5
2026-09-12T01:00:56Z,1789174856,002633989,2634.0,7463,48.0
2026-09-12T01:01:06Z,1789174866,002633817,2633.8,7473,48.5
2026-09-12T01:01:16Z,1789174876,002631234,2631.2,7483,48.5
2026-09-12T01:01:26Z,1789174886,002631333,2631.3,7493,48.5
2026-09-12T01:01:36Z,1789174896,002630241,2630.2,7503,48.0
2026-09-12T01:01:46Z,1789174906,002628107,2628.1,7513,49.0
2026-09-12T01:01:56Z,1789174916,002627521,2627.5,7523,48.0
2026-09-12T01:02:06Z,1789174926,002626909,2626.9,7533,48.5
2026-09-12T01:02:16Z,1789174936,002625325,2625.3,7543,47.4
2026-09-12T01:02:26Z,1789174946,002621472,2621.5,7553,47.4
2026-09-12T01:02:36Z,1789174956,002624053,2624.1,7563,46.3
2026-09-12T01:02:46Z,1789174966,002620141,2620.1,7573,46.3
2026-09-12T01:02:56Z,1789174976,002619513,2619.5,7583,46.9
2026-09-12T01:03:06Z,1789174986,002619891,2619.9,7593,46.3
2026-09-12T01:03:16Z,1789174996,002619866,2619.9,7603,46.9
2026-09-12T01:03:26Z,1789175006,002620918,2620.9,7613,46.9
2026-09-12T01:03:36Z,1789175016,002623159,2623.2,7623,45.8
2026-09-12T01:03:46Z,1789175026,002623217,2623.2,7633,46.3
2026-09-12T01:03:56Z,1789175036,002623795,2623.8,7643,45.8
2026-09-12T01:04:06Z,1789175046,002627188,2627.2,7653,44.6
2026-09-12T01:04:16Z,1789175056,002629785,2629.8,7663,45.8
2026-09-12T01:04:26Z,1789175066,002634473,2634.5,7673,46.3
2026-09-12T01:04:36Z,1789175076,002633568,2633.6,7683,45.2
2026-09-12T01:04:46Z,1789175086,002637346,2637.3,7693,45.8
