elapsed_s,vm_rss_kb,vm_hwm_kb,threads,soc_temp_c,arm_clock_hz,throttled,dirty_kb,writeback_kb,mem_available_kb,vault_used_gb,dev_util_pct,dev_wmbps
5,77668,77668,29,39.1,2400023808,0x0,288,0,7330864,1,0.0,0.0
10,2191760,2191760,34,38.6,2400020480,0x0,189368,0,4684088,1,0.0,0.0
15,2506808,2506808,34,38.6,2400030464,0x0,409780,0,4364520,1,4.9,18.5
20,2506808,2506808,34,39.7,2400020480,0x0,393984,0,4361448,1,17.3,64.6
25,2506808,2506808,34,39.1,2400030464,0x0,409872,12,4375604,2,15.8,58.5
31,2506808,2506808,34,40.2,2400030464,0x0,409824,0,4363756,2,18.4,67.7
36,2506808,2506808,34,40.2,2400027136,0x0,283632,0,4360516,2,22.3,86.2
41,2506816,2506816,34,40.2,2400027136,0x0,409864,80,4358812,3,9.9,36.9
46,2506816,2506816,34,40.2,2400027136,0x0,425504,0,4350660,3,15.8,58.5
51,2506744,2506744,34,39.7,2400033792,0x0,346736,0,4352056,3,20.8,76.9
56,2506744,2506744,34,40.8,2400027136,0x0,220704,0,4348332,3,22.8,86.2
61,2506724,2506724,34,41.4,2400030464,0x0,118040,8156,4356140,4,21.3,81.0
66,2506728,2506728,34,41.9,2400023808,0x0,417788,15312,4362648,4,2.3,8.3
71,2506728,2506728,34,41.4,2400027136,0x0,425488,0,4362208,4,16.4,61.6
76,2506728,2506728,34,40.2,2400030464,0x0,394004,0,4347560,5,18.0,67.7
81,2506728,2506728,34,41.9,2400027136,0x0,409828,12,4360316,5,15.7,58.5
86,2506728,2506728,34,43.0,2400030464,0x0,378304,0,4352888,5,18.2,67.7
91,2506736,2506736,34,40.2,2400020480,0x0,252256,0,4354344,6,22.5,86.2
96,2506736,2506736,34,41.9,2400037120,0x0,425484,136,4369028,6,7.6,27.7
102,2506736,2506736,34,41.9,2400027136,0x0,425484,0,4354180,6,17.9,67.7
107,2506736,2506736,34,41.9,2400033792,0x0,346716,0,4346356,6,20.4,76.9
112,2506736,2506736,34,42.5,2400020480,0x0,157636,0,4336780,7,25.8,98.5
117,2506740,2506740,34,41.4,2400027136,0x0,78780,0,4348632,7,20.3,77.0
122,2506740,2506740,34,41.4,2400033792,0x0,393980,0,4361236,7,0.1,0.0
127,2506740,2506740,34,41.4,2400037120,0x0,283680,0,4338792,8,21.8,83.1
132,2506740,2506740,34,43.0,2400030464,0x0,417308,8192,4352608,8,11.0,41.3
137,2506740,2506740,34,43.0,2400027136,0x0,393900,15756,4351936,8,17.1,64.8
142,2506744,2506744,34,43.0,2400027136,0x0,315208,0,4351640,9,20.6,78.5
147,2506744,2506744,34,43.0,2400017408,0x0,393908,0,4348820,9,12.3,46.2
152,2506744,2506744,34,43.5,2400033792,0x0,409720,0,4342436,9,15.6,58.5
157,2506744,2506744,34,41.9,2400027136,0x0,283620,0,4348612,10,22.5,86.2
162,2506744,2506744,34,41.4,2400033792,0x0,409744,36,4369904,10,9.9,36.9
168,2506744,2506744,34,43.0,2400030464,0x0,425556,15672,4351160,10,16.7,63.2
173,2506748,2506748,34,44.6,2400017408,0x0,378164,0,4335504,10,18.9,72.3
178,2506748,2506748,34,44.1,2400033792,0x0,252180,0,4346524,11,22.6,86.2
183,2506748,2506748,34,45.2,2400033792,0x0,126056,0,4341972,11,22.5,86.2
188,2506748,2506748,34,43.0,2400017408,0x0,394100,0,4354896,11,2.5,9.2
193,2506748,2506748,34,44.6,2400020480,0x0,342568,0,4345332,12,18.6,71.6
198,2506752,2506752,34,44.1,2400033792,0x0,393984,12,4360992,12,13.7,51.5
203,2506752,2506752,34,44.6,2400023808,0x0,425484,7616,4352188,12,16.4,61.1
208,2506752,2506752,34,44.1,2400027136,0x0,365912,0,4337608,13,19.3,73.7
213,2506752,2506752,34,45.2,2400030464,0x0,212404,0,4333816,13,24.1,91.5
218,2506752,2506752,34,45.2,2400030464,0x0,394044,148,4338860,13,7.1,26.1
223,2506756,2506756,34,44.6,2400030464,0x0,220592,0,4349772,13,25.0,95.4
228,2506756,2506756,34,45.8,2400027136,0x0,145272,0,4346860,14,20.0,76.3
233,2506756,2506756,34,44.6,2400027136,0x0,409752,0,4353384,14,2.7,9.9
239,2506756,2506756,34,44.6,2400033792,0x0,315212,0,4347928,14,22.8,86.2
244,2506756,2506756,34,45.2,2400033792,0x0,402056,7704,4333980,15,11.9,44.3
249,2506760,2506760,34,45.8,2400027136,0x0,63024,40,4338660,15,33.3,128.0
254,2506760,2506760,34,44.1,2400020480,0x0,378252,0,4341648,15,0.1,0.0
259,2506760,2506760,34,44.1,2400033792,0x0,330960,0,4344436,16,18.7,70.8
264,2506760,2506760,34,45.2,2400020480,0x0,94536,0,4339916,16,28.2,107.7
269,2506760,2506760,34,45.2,2400023808,0x0,409760,0,4345028,16,0.1,0.0
274,2506764,2506764,34,46.3,2400033792,0x0,243624,0,4355804,17,26.0,98.5
279,2506764,2506764,34,44.6,2400030464,0x0,126104,0,4356624,17,22.5,86.2
284,2506764,2506764,34,45.2,2400020480,0x0,393976,148,4358360,17,2.6,9.3
289,2506764,2506764,34,46.3,2400020480,0x0,252196,0,4362216,17,23.2,89.3
294,2506764,2506764,34,45.8,2400023808,0x0,94576,0,4347424,18,24.4,92.3
299,2506768,2506768,34,45.8,2400020480,0x0,409748,0,4348320,18,0.2,0.0
304,2506768,2506768,34,45.2,2400027136,0x0,220680,0,4351068,18,25.7,98.5
310,2506768,2506768,34,46.9,2400033792,0x0,88320,0,4354592,19,23.4,89.3
315,2506768,2506768,34,47.4,2400030464,0x0,425504,0,4362368,19,0.1,0.0
320,2506768,2506768,34,46.3,2400027136,0x0,267948,0,4352264,19,24.4,92.3
325,2506772,2506772,34,46.9,2400020480,0x0,94620,0,4361332,20,25.0,95.4
330,2506772,2506772,34,46.3,2400020480,0x0,409756,0,4357440,20,0.0,0.0
335,2506772,2506772,34,45.8,2400020480,0x0,252104,0,4358368,20,24.1,92.3
340,2506772,2506772,34,47.4,2400020480,0x0,94536,0,4349784,20,24.3,92.3
345,2506772,2506772,34,46.3,2400027136,0x0,409744,0,4354992,21,0.1,0.0
350,2506776,2506776,34,46.3,2400033792,0x0,315184,0,4348824,21,22.4,86.2
355,2506776,2506776,34,45.8,2400020480,0x0,220592,0,4346028,21,21.1,80.0
360,2506776,2506776,34,45.2,2400027136,0x0,126048,0,4345668,22,21.3,80.0
365,2506776,2506776,34,46.3,2400037120,0x0,133680,15688,4344236,22,15.5,58.5
370,2506776,2506776,34,47.4,2400027136,0x0,362484,0,4343984,22,5.0,18.5
375,2506780,2506780,34,46.9,2400020480,0x0,220636,0,4349984,23,23.8,89.3
381,2506780,2506780,34,46.9,2400023808,0x0,78780,0,4353612,23,23.6,89.3
386,2506780,2506780,34,46.9,2400027136,0x0,425540,0,4353072,23,0.1,0.0
391,2506780,2506780,34,46.3,2400030464,0x0,378216,12008,4336760,24,18.9,70.3
396,2506780,2506780,34,47.4,2400027136,0x0,94536,0,4333192,24,31.0,117.4
401,2506784,2506784,34,46.3,2400027136,0x0,409768,0,4344264,24,0.1,0.0
406,2506784,2506784,34,46.3,2400027136,0x0,267948,0,4332976,24,23.4,89.3
411,2506784,2506784,34,47.4,2400033792,0x0,126104,0,4338236,25,23.4,89.3
416,2506784,2506784,34,48.0,2400030464,0x0,394040,0,4369148,25,2.6,9.3
421,2506784,2506784,34,48.0,2400033792,0x0,330988,0,4347256,25,21.1,80.0
426,2506788,2506788,34,48.5,2400033792,0x0,189184,0,4350852,26,23.4,89.3
431,2506788,2506788,34,46.3,2400017408,0x0,94608,0,4352212,26,21.2,80.0
436,2506788,2506788,34,46.9,2400033792,0x0,409768,0,4364504,26,0.1,0.0
441,2506788,2506788,34,47.4,2400023808,0x0,283720,0,4355108,27,22.7,86.2
446,2506788,2506788,34,46.9,2400020480,0x0,409812,12,4360804,27,10.0,36.9
451,2506792,2506792,34,48.0,2400037120,0x0,425420,0,4377360,27,15.7,58.5
457,2506792,2506792,34,48.5,2400037120,0x0,220584,0,4360664,28,28.3,107.7
462,2506792,2506792,34,49.0,2400030464,0x0,63076,7512,4348460,28,24.4,92.4
467,2506792,2506792,34,46.9,2400033792,0x0,378252,0,4353900,28,0.1,0.0
472,2506792,2506792,34,46.3,2400030464,0x0,252096,0,4340068,28,22.5,86.2
477,2506796,2506796,34,48.0,2400027136,0x0,94536,0,4350300,29,24.4,92.4
482,2506796,2506796,34,47.4,2400030464,0x0,409768,0,4356788,29,0.1,0.0
487,2506796,2506796,34,48.0,2400030464,0x0,283828,0,4365040,29,22.6,86.2
492,2506796,2506796,34,48.0,2400033792,0x0,204828,0,4356192,30,22.0,83.1
497,2506796,2506796,34,48.5,2400030464,0x0,126060,0,4360220,30,20.4,77.0
502,2506800,2506800,34,47.4,2400030464,0x0,180888,15756,4352316,30,13.1,49.5
507,2506800,2506800,34,49.6,2400020480,0x0,346740,8,4354720,31,8.0,30.5
512,2506800,2506800,34,46.9,2400033792,0x0,220648,0,4351376,31,22.8,86.2
517,2506800,2506800,34,46.9,2400023808,0x0,110300,0,4350028,31,22.1,83.1
522,2506800,2506800,34,48.0,2400033792,0x0,425516,0,4363404,31,0.1,0.0
528,2506804,2506804,34,48.5,2400030464,0x0,315220,0,4354420,32,23.3,89.3
533,2506804,2506804,34,48.5,2400030464,0x0,220692,0,4356788,32,21.1,80.0
538,2506804,2506804,34,48.5,2400030464,0x0,94544,0,4353728,32,22.7,86.2
543,2506804,2506804,34,48.5,2400033792,0x0,133724,8208,4347540,33,14.2,53.7
548,2506804,2506804,34,47.4,2400030464,0x0,346728,0,4351260,33,5.3,20.2
553,2506808,2506808,34,48.5,2400030464,0x0,236436,0,4343256,33,21.9,83.1
558,2506808,2506808,34,46.9,2400030464,0x0,126148,0,4347768,34,21.7,83.1
563,2506808,2506808,34,48.0,2400023808,0x0,258904,5328,4357788,34,10.5,40.0
568,2506808,2506808,34,48.5,2400037120,0x0,362512,0,4351124,34,11.3,43.1
573,2506808,2506808,34,48.5,2400020480,0x0,252208,0,4352516,35,21.7,83.1
578,2506812,2506812,34,48.5,2400033792,0x0,126152,0,4371036,35,22.5,86.2
583,2506812,2506812,34,47.4,2400020480,0x0,280404,19532,4362992,35,7.9,30.1
588,2506812,2506812,34,49.0,2400023808,0x0,315300,0,4370212,35,14.4,56.1
594,2506812,2506812,34,49.0,2400033792,0x0,414812,12732,4352132,36,13.0,48.6
599,2506812,2506812,34,49.0,2400030464,0x0,79016,80,4347980,36,33.1,126.9
604,2506816,2506816,34,49.6,2400033792,0x0,394008,0,4357548,36,0.0,0.0
609,2506816,2506816,34,46.9,2400030464,0x0,283616,0,4356228,37,21.7,83.1
614,2506816,2506816,34,48.0,2400027136,0x0,157568,0,4354276,37,22.6,86.2
619,2506816,2506816,34,47.4,2400027136,0x0,94548,0,4361216,37,19.3,73.9
624,2506816,2506816,34,47.4,2400020480,0x0,409760,0,4368884,38,0.1,0.0
629,2506820,2506820,34,48.5,2400037120,0x0,315196,0,4341336,38,22.5,86.2
634,2506820,2506820,34,48.0,2400033792,0x0,220592,0,4353032,38,20.9,80.0
639,2506820,2506820,34,48.0,2400037120,0x0,110292,0,4345760,38,21.6,83.1
644,2506820,2506820,34,47.4,2400037120,0x0,331040,7584,4349160,39,4.9,18.3
649,2506820,2506820,34,48.0,2400020480,0x0,330992,0,4366076,39,16.0,61.8
654,2506824,2506824,34,48.0,2400017408,0x0,220676,0,4360800,39,21.7,83.1
659,2506824,2506824,34,46.3,2400030464,0x0,110292,0,4365300,40,21.5,83.1
665,2506824,2506824,34,46.9,2400033792,0x0,242864,11732,4360880,40,10.5,39.6
670,2506824,2506824,34,48.0,2400023808,0x0,346728,0,4354660,40,11.3,43.5
675,2506824,2506824,34,48.5,2400027136,0x0,236432,0,4345220,41,21.6,83.1
680,2506824,2506824,34,48.0,2400030464,0x0,141804,0,4357128,41,20.7,80.0
685,2506828,2506828,34,46.3,2400020480,0x0,409768,0,4364860,41,2.6,9.3
690,2506828,2506828,34,45.8,2400033792,0x0,157648,0,4353700,42,29.1,110.8
695,2506828,2506828,34,47.4,2400037120,0x0,95772,14520,4353456,42,18.9,72.4
700,2506828,2506828,34,48.0,2400037120,0x0,383980,0,4347528,42,2.8,10.7
705,2506828,2506828,34,48.0,2400027136,0x0,299496,0,4347696,42,21.1,80.0
710,2506832,2506832,34,46.3,2400027136,0x0,189172,0,4347264,43,21.8,83.1
715,2506832,2506832,34,46.9,2400017408,0x0,78984,88,4353416,43,21.6,83.1
720,2506832,2506832,34,46.3,2400027136,0x0,394060,0,4353308,43,0.1,0.0
725,2506832,2506832,34,46.9,2400037120,0x0,283620,0,4363216,44,21.5,83.1
731,2506832,2506832,34,47.4,2400030464,0x0,236348,0,4339036,44,20.3,77.0
736,2506836,2506836,34,48.0,2400030464,0x0,157560,0,4348596,44,20.2,77.0
741,2506836,2506836,34,46.9,2400017408,0x0,63024,0,4358948,45,21.1,80.0
746,2506836,2506836,34,47.4,2400027136,0x0,322808,13968,4347924,45,2.8,10.0
751,2506836,2506836,34,46.3,2400030464,0x0,315240,0,4352748,45,16.6,63.9
756,2506836,2506836,34,46.9,2400033792,0x0,299456,0,4350884,45,16.9,64.7
761,2506840,2506840,34,45.8,2400020480,0x0,236412,0,4354008,46,19.1,73.9
766,2506840,2506840,34,47.4,2400027136,0x0,189072,0,4354876,46,20.1,77.0
771,2506840,2506840,34,47.4,2400033792,0x0,110292,0,4334624,46,20.2,77.0
776,2506840,2506840,34,46.3,2400020480,0x0,210408,10300,4351880,47,11.3,42.3
781,2506840,2506840,34,46.9,2400020480,0x0,346760,0,4343036,47,9.1,34.7
786,2506844,2506844,34,46.9,2400027136,0x0,268088,0,4368364,47,20.2,77.0
791,2506844,2506844,34,45.8,2400030464,0x0,220680,0,4354544,48,18.4,70.8
796,2506844,2506844,34,45.8,2400017408,0x0,189180,0,4362368,48,17.7,67.7
802,2506844,2506844,34,46.9,2400030464,0x0,137672,0,4341104,48,20.1,77.0
807,2506844,2506844,34,46.9,2400033792,0x0,78780,0,4345904,49,19.3,73.9
812,2506848,2506848,34,45.8,2400027136,0x0,394020,0,4362184,49,0.1,0.0
817,2506848,2506848,34,45.8,2400027136,0x0,299476,0,4343456,49,21.0,80.0
822,2506848,2506848,34,46.9,2400020480,0x0,220712,0,4347752,49,20.0,77.0
827,2506848,2506848,34,46.9,2400037120,0x0,157644,0,4345416,50,19.4,73.9
832,2506848,2506848,34,46.3,2400033792,0x0,110384,0,4341032,50,18.5,70.8
837,2506852,2506852,34,46.9,2400020480,0x0,94644,0,4340028,50,18.6,70.8
842,2506852,2506852,34,46.9,2400027136,0x0,189736,15632,4345952,51,11.4,43.4
847,2506852,2506852,34,47.4,2400027136,0x0,346752,0,4353920,51,8.0,30.5
852,2506852,2506852,34,46.3,2400027136,0x0,283608,0,4346024,51,19.1,73.9
857,2506852,2506852,34,46.9,2400027136,0x0,220584,0,4351252,52,19.4,73.9
862,2506856,2506856,34,47.4,2400033792,0x0,157576,0,4354240,52,19.1,73.9
868,2506856,2506856,34,46.3,2400023808,0x0,126056,0,4355148,52,19.4,73.9
873,2506856,2506856,34,47.4,2400033792,0x0,63032,0,4345736,53,19.1,73.9
878,2506856,2506856,34,48.0,2400027136,0x0,316948,11672,4346096,53,3.3,12.1
883,2506856,2506856,34,46.3,2400017408,0x0,315216,0,4351696,53,16.0,61.8
888,2506860,2506860,34,46.3,2400020480,0x0,252104,0,4352672,53,19.4,73.9
893,2506860,2506860,34,46.3,2400027136,0x0,204836,0,4349424,54,18.5,70.8
898,2506860,2506860,34,48.0,2400033792,0x0,141812,0,4347168,54,19.3,73.9
903,2506860,2506860,34,47.4,2400027136,0x0,85824,0,4351944,54,20.1,77.0
908,2506860,2506860,34,47.4,2400030464,0x0,173364,7764,4357356,55,12.1,45.7
913,2506864,2506864,34,47.4,2400027136,0x0,362512,0,4358292,55,6.6,25.1
918,2506864,2506864,34,48.0,2400033792,0x0,299488,0,4355684,55,19.4,73.9
923,2506864,2506864,34,47.4,2400030464,0x0,236468,0,4367944,56,19.4,73.9
928,2506864,2506864,34,48.5,2400027136,0x0,173408,0,4361380,56,19.3,73.9
933,2506864,2506864,34,48.5,2400027136,0x0,94544,0,4352092,56,20.0,77.0
939,2506868,2506868,34,49.0,2400030464,0x0,47940,0,4359824,56,19.3,73.9
944,2506868,2506868,34,49.0,2400027136,0x0,338612,15740,4360536,57,1.9,6.4
949,2506868,2506868,34,47.4,2400030464,0x0,331004,0,4344960,57,16.6,64.4
954,2506868,2506868,34,46.9,2400027136,0x0,283756,0,4353512,57,18.5,70.8
959,2506868,2506868,34,48.5,2400027136,0x0,220708,0,4354672,58,19.3,73.9
964,2506872,2506872,34,47.4,2400033792,0x0,394164,80,4354604,58,7.5,27.7
969,2506872,2506872,34,48.5,2400017408,0x0,378280,0,4367380,58,17.1,64.7
974,2506872,2506872,34,49.0,2400037120,0x0,322944,0,4354128,59,19.4,73.9
979,2506872,2506872,34,48.5,2400030464,0x0,173436,0,4351184,59,25.1,95.4
984,2506872,2506872,34,48.5,2400020480,0x0,110408,0,4349424,59,19.3,73.9
989,2506876,2506876,34,49.0,2400030464,0x0,196716,8180,4351420,60,11.9,45.1
994,2506876,2506876,34,48.0,2400033792,0x0,346716,0,4353452,60,8.2,31.9
999,2506876,2506876,34,48.5,2400027136,0x0,267864,0,4353840,60,20.0,77.0
1004,2506876,2506876,34,48.5,2400033792,0x0,204836,0,4355764,60,19.3,73.9
1010,2506876,2506876,34,48.0,2400023808,0x0,157568,0,4378304,61,18.6,70.8
1015,2506880,2506880,34,49.0,2400017408,0x0,126048,0,4349296,61,19.3,73.9
1020,2506880,2506880,34,49.0,2400027136,0x0,78780,0,4348196,61,18.6,70.8
1025,2506880,2506880,34,49.0,2400033792,0x0,309996,12856,4355880,62,4.1,14.9
1030,2506880,2506880,34,48.5,2400030464,0x0,331016,0,4354236,62,15.4,59.0
1035,2506880,2506880,34,49.0,2400033792,0x0,283732,0,4360908,62,18.6,70.8
1040,2506884,2506884,34,47.4,2400027136,0x0,220676,0,4349240,63,19.3,73.9
1045,2506884,2506884,34,49.0,2400027136,0x0,157576,0,4378092,63,19.3,73.9
1050,2506884,2506884,34,47.4,2400033792,0x0,126048,0,4351392,63,19.4,73.9
1055,2506884,2506884,34,49.6,2400027136,0x0,78780,48,4339544,63,18.7,70.8
1060,2506884,2506884,34,49.6,2400037120,0x0,176896,10808,4350112,64,11.5,43.1
1065,2506888,2506888,34,47.4,2400030464,0x0,346772,0,4363708,64,7.3,27.7
1070,2506888,2506888,34,48.5,2400027136,0x0,283720,0,4360508,64,19.3,73.9
1075,2506888,2506888,34,49.0,2400027136,0x0,236460,0,4357384,65,18.6,70.8
1081,2506888,2506888,34,48.5,2400027136,0x0,198700,0,4355488,65,18.6,70.8
1086,2506888,2506888,34,47.4,2400020480,0x0,126124,0,4349248,65,20.9,80.0
1091,2506892,2506892,34,48.0,2400020480,0x0,94536,0,4360240,66,17.6,67.7
1096,2506892,2506892,34,47.4,2400020480,0x0,124224,17748,4344528,66,14.3,54.3
1101,2506892,2506892,34,47.4,2400020480,0x0,259788,8184,4347072,66,9.7,36.5
1106,2506892,2506892,34,48.0,2400037120,0x0,315240,0,4352672,67,13.2,50.8
1111,2506892,2506892,34,46.9,2400030464,0x0,252212,0,4352944,67,19.3,73.9
1116,2506896,2506896,34,46.3,2400023808,0x0,209240,0,4348860,67,18.6,70.8
1121,2506896,2506896,34,47.4,2400030464,0x0,189172,0,4357612,67,18.7,70.8
1126,2506896,2506896,34,48.0,2400033792,0x0,126048,0,4355844,68,19.3,73.9
1131,2506896,2506896,34,48.0,2400037120,0x0,63024,0,4349424,68,19.3,73.9
1136,2506896,2506896,34,46.9,2400020480,0x0,275480,8244,4343912,68,5.3,19.7
1141,2506900,2506900,34,48.0,2400030464,0x0,315256,0,4353108,69,14.0,54.2
1146,2506900,2506900,34,46.9,2400020480,0x0,267860,0,4341984,69,18.5,70.8
1152,2506900,2506900,34,48.0,2400027136,0x0,220592,0,4380668,69,18.8,70.8
1157,2506900,2506900,34,47.4,2400027136,0x0,204828,0,4352912,70,18.4,70.8
1162,2506900,2506900,34,46.9,2400027136,0x0,157560,0,4352864,70,18.6,70.8
1167,2506904,2506904,34,46.3,2400020480,0x0,94536,0,4348880,70,19.4,73.9
1172,2506904,2506904,34,46.9,2400037120,0x0,113756,12408,4347352,70,15.2,57.5
1177,2506904,2506904,34,48.5,2400030464,0x0,244024,12312,4357028,71,9.5,36.4
1182,2506904,2506904,34,45.8,2400023808,0x0,315256,0,4350972,71,12.4,47.7
1187,2506904,2506904,34,47.4,2400020480,0x0,252220,0,4367968,71,19.4,73.9
1192,2506908,2506908,34,46.9,2400033792,0x0,236440,0,4362776,72,18.7,70.8
1197,2506908,2506908,34,48.0,2400033792,0x0,189172,0,4352012,72,18.4,70.8
1202,2506908,2506908,34,45.8,2400020480,0x0,126048,0,4346096,72,19.2,73.9
1207,2506908,2506908,34,45.8,2400030464,0x0,94536,0,4348144,73,17.7,67.7
1212,2506908,2506908,34,47.4,2400033792,0x0,98256,6536,4357804,73,16.2,61.6
1217,2506908,2506908,34,46.3,2400030464,0x0,346764,0,4351496,73,3.4,12.3
1222,2506912,2506912,34,46.9,2400030464,0x0,299472,0,4371316,74,18.4,70.8
1228,2506912,2506912,34,48.0,2400030464,0x0,252208,0,4353356,74,20.2,77.0
1233,2506912,2506912,34,48.0,2400030464,0x0,204936,0,4356160,74,18.6,70.8
1238,2506912,2506912,34,46.3,2400030464,0x0,126152,0,4362152,74,20.3,77.0
1243,2506912,2506912,34,47.4,2400027136,0x0,63132,0,4354608,75,19.2,73.9
1248,2506916,2506916,34,46.9,2400027136,0x0,262004,7508,4355272,75,5.9,22.3
1253,2506916,2506916,34,46.3,2400027136,0x0,315136,0,4355308,75,13.3,51.6
1258,2506916,2506916,34,45.8,2400030464,0x0,283608,0,4358916,76,17.7,67.7
1263,2506916,2506916,34,46.9,2400033792,0x0,252104,0,4353804,76,19.2,73.9
1268,2506916,2506916,34,46.9,2400027136,0x0,220584,0,4351820,76,17.7,67.7
1273,2506920,2506920,34,46.9,2400020480,0x0,173316,0,4352864,77,18.5,70.8
1278,2506920,2506920,34,46.3,2400027136,0x0,94548,0,4350664,77,20.2,77.0
1283,2506920,2506920,34,47.4,2400037120,0x0,78788,0,4349628,77,17.2,64.7
1288,2506920,2506920,34,47.4,2400027136,0x0,63144,7456,4345132,77,17.1,64.9
1293,2506920,2506920,34,46.9,2400017408,0x0,346780,0,4343172,78,1.6,5.9
1299,2506924,2506924,34,46.9,2400030464,0x0,318860,0,4350148,78,18.6,70.8
1304,2506924,2506924,34,46.3,2400027136,0x0,315248,0,4351988,78,16.9,64.7
1309,2506924,2506924,34,46.9,2400030464,0x0,267972,0,4361516,79,18.5,70.8
1314,2506924,2506924,34,46.3,2400027136,0x0,220668,0,4358036,79,43.1,70.8
1319,2506924,2506924,34,45.8,2400030464,0x0,157568,0,4352460,79,47.2,73.9
1324,2506928,2506928,34,48.5,2400033792,0x0,138148,11328,4353248,80,37.2,63.4
1329,2506928,2506928,34,47.4,2400020480,0x0,277576,6288,4361040,80,22.6,35.5
1334,2506928,2506928,34,46.9,2400017408,0x0,352680,0,4359476,80,32.0,48.9
1339,2506928,2506928,34,46.3,2400033792,0x0,315232,0,4352784,81,43.2,73.9
1344,2506928,2506928,34,45.8,2400027136,0x0,283724,0,4354116,81,44.2,67.7
1349,2506932,2506932,34,45.8,2400017408,0x0,220712,0,4357576,81,43.6,73.9
1354,2506932,2506932,34,46.3,2400020480,0x0,157664,136,4345700,81,49.2,73.9
1359,2506932,2506932,34,46.9,2400020480,0x0,160472,13008,4353300,82,36.9,60.1
1364,2506932,2506932,34,46.9,2400023808,0x0,259660,15808,4355168,82,26.8,41.4
1370,2506932,2506932,34,46.9,2400027136,0x0,261568,15832,4348900,82,37.5,64.1
1375,2506936,2506936,34,46.3,2400020480,0x0,322844,15748,4356760,83,33.1,52.6
1380,2506936,2506936,34,45.8,2400027136,0x0,315248,0,4356424,83,42.9,65.1
1385,2506936,2506936,34,46.9,2400030464,0x0,283616,0,4341816,83,39.5,67.7
1390,2506936,2506936,34,47.4,2400020480,0x0,252136,0,4341260,84,44.0,67.7
1395,2506936,2506936,34,47.4,2400027136,0x0,204836,0,4347424,84,41.8,70.8
1400,2506940,2506940,34,46.9,2400023808,0x0,141812,0,4353464,84,48.2,73.9
1405,2506940,2506940,34,45.8,2400033792,0x0,115524,12300,4350860,85,39.8,67.0
1410,2506940,2506940,34,46.9,2400030464,0x0,263752,11768,4349848,85,23.6,37.0
1415,2506940,2506940,34,48.0,2400027136,0x0,338696,23892,4359352,85,30.1,45.4
1420,2506940,2506940,34,46.3,2400030464,0x0,315244,0,4351296,85,42.5,69.2
1425,2506944,2506944,34,46.3,2400033792,0x0,204860,0,4342060,86,53.0,83.1
1430,2506944,2506944,34,47.4,2400027136,0x0,157568,0,4351568,86,43.0,70.8
1436,2506944,2506944,34,48.0,2400030464,0x0,161084,19848,4362716,86,40.5,64.7
1441,2506944,2506944,34,48.5,2400030464,0x0,232352,11716,4351500,87,28.0,48.5
1446,2506944,2506944,34,46.9,2400020480,0x0,354280,15828,4359932,87,24.0,37.7
1451,2506948,2506948,34,47.4,2400030464,0x0,315232,0,4348520,87,46.3,70.8
1456,2506948,2506948,34,47.4,2400027136,0x0,236444,0,4355376,88,47.3,77.0
1461,2506948,2506948,34,46.9,2400033792,0x0,189180,0,4349116,88,46.3,70.8
1466,2506948,2506948,34,46.9,2400030464,0x0,141804,0,4366108,88,42.8,70.8
1471,2506948,2506948,34,48.5,2400027136,0x0,229780,7592,4350856,88,31.4,49.0
1476,2506952,2506952,34,48.0,2400030464,0x0,328980,9564,4356808,89,27.7,43.0
1481,2506952,2506952,34,46.9,2400027136,0x0,322812,15752,4356592,89,35.9,61.2
1486,2506952,2506952,34,46.9,2400027136,0x0,315256,0,4344620,89,41.3,65.4
1491,2506952,2506952,34,48.0,2400030464,0x0,267972,0,4350776,90,43.6,70.8
1496,2506952,2506952,34,49.0,2400030464,0x0,220724,0,4345916,90,44.6,70.8
1501,2506956,2506956,34,48.5,2400027136,0x0,157640,0,4348108,90,45.9,73.9
1507,2506956,2506956,34,49.0,2400020480,0x0,137308,0,4347024,91,44.6,67.7
1512,2506956,2506956,34,48.0,2400027136,0x0,196716,15756,4334300,91,31.7,52.2
1517,2506956,2506956,34,49.0,2400023808,0x0,236500,12728,4337724,91,34.6,54.3
1522,2506956,2506956,34,49.6,2400023808,0x0,268868,14620,4342412,92,36.8,55.7
1527,2506960,2506960,34,48.5,2400030464,0x0,292360,13788,4337608,92,33.5,56.6
1532,2506960,2506960,34,49.0,2400030464,0x0,315260,0,4350728,92,37.9,58.3
1537,2506960,2506960,34,48.0,2400033792,0x0,267984,0,4347924,92,41.8,70.8
1542,2506960,2506960,34,48.5,2400027136,0x0,236340,0,4356460,93,43.2,67.7
1547,2506960,2506960,34,49.0,2400030464,0x0,220584,0,4355672,93,43.1,70.8
1552,2506964,2506964,34,48.0,2400017408,0x0,173424,124,4345844,93,44.5,70.8
1557,2506964,2506964,34,49.6,2400020480,0x0,157560,0,4345092,94,43.0,64.7
1562,2506964,2506964,34,49.6,2400030464,0x0,126048,0,4341856,94,40.5,67.7
1567,2506964,2506964,34,48.0,2400027136,0x0,224052,12288,4346472,94,27.5,41.9
1572,2506964,2506964,34,47.4,2400037120,0x0,310468,12440,4350060,95,27.8,44.0
1578,2506968,2506968,34,49.0,2400030464,0x0,330984,0,4384748,95,37.7,58.8
1583,2506968,2506968,34,48.5,2400020480,0x0,315228,0,4349896,95,45.8,70.8
