elapsed_s,vm_rss_kb,vm_hwm_kb,threads,soc_temp_c,arm_clock_hz,throttled,dirty_kb,writeback_kb,mem_available_kb,vault_used_gb,dev_util_pct,dev_wmbps
5012,2507504,2507504,34,46.9,2400020480,0x0,409672,7564,4346020,301,19.0,34.5
5017,2507504,2507504,34,45.8,2400033792,0x0,394112,7496,4322224,302,34.5,64.0
5022,2507504,2507504,34,45.8,2400037120,0x0,362404,0,4347964,302,41.2,67.8
5027,2507504,2507504,34,46.9,2400023808,0x0,252220,0,4322224,302,50.6,83.1
5032,2507504,2507504,34,45.8,2400027136,0x0,204844,23372,4320672,302,41.4,67.5
5037,2507508,2507508,34,45.2,2400020480,0x0,394040,0,4337728,303,17.3,28.0
5042,2507508,2507508,34,48.0,2400033792,0x0,376148,32,4334372,303,38.0,70.8
5047,2507508,2507508,34,47.4,2400033792,0x0,368228,15700,4323956,303,37.5,62.1
5052,2507508,2507508,34,45.8,2400030464,0x0,189172,0,4326904,304,59.1,98.0
5057,2507508,2507508,34,45.2,2400020480,0x0,173432,0,4324992,304,43.8,64.7
5062,2507512,2507512,34,46.3,2400027136,0x0,189184,0,4343992,304,35.0,58.5
5067,2507512,2507512,34,46.9,2400020480,0x0,157664,0,4329248,305,45.1,67.7
5072,2507512,2507512,34,45.8,2400027136,0x0,189188,0,4326868,305,34.1,55.4
5078,2507512,2507512,34,46.3,2400037120,0x0,243204,0,4328652,305,35.0,55.9
5083,2507512,2507512,34,45.8,2400017408,0x0,126176,7616,4335444,306,53.0,84.7
5088,2507516,2507516,34,45.2,2400030464,0x0,126136,0,4318160,306,38.0,62.6
5093,2507516,2507516,34,45.2,2400023808,0x0,157672,0,4321512,306,36.0,55.4
5098,2507516,2507516,34,45.2,2400033792,0x0,204956,0,4325500,306,30.8,52.4
5103,2507516,2507516,34,45.8,2400030464,0x0,220712,0,4330096,307,37.5,58.5
5108,2507516,2507516,34,46.3,2400027136,0x0,101064,9392,4333468,307,50.1,83.1
5113,2507520,2507520,34,45.8,2400027136,0x0,118048,15720,4328828,307,41.5,64.1
5118,2507520,2507520,34,46.3,2400033792,0x0,157664,0,4326320,308,36.4,56.0
5123,2507520,2507520,34,46.3,2400020480,0x0,409868,16,4345324,308,5.8,12.3
5128,2507520,2507520,34,45.8,2400030464,0x0,251756,15816,4334308,308,55.4,92.6
5133,2507520,2507520,34,46.3,2400027136,0x0,409880,0,4323740,309,19.7,30.5
5138,2507524,2507524,34,46.3,2400027136,0x0,299384,0,4333136,309,49.5,83.1
5143,2507524,2507524,34,45.2,2400020480,0x0,299500,0,4341156,309,39.6,61.6
5149,2507524,2507524,34,46.9,2400017408,0x0,215040,4,4333816,310,50.1,83.1
5154,2507524,2507524,34,47.4,2400030464,0x0,204836,0,4339528,310,40.8,64.6
5159,2507524,2507524,34,45.8,2400027136,0x0,236348,0,4337260,310,33.6,55.4
5164,2507528,2507528,34,46.3,2400033792,0x0,283620,0,4333304,310,32.0,52.4
5169,2507528,2507528,34,46.9,2400017408,0x0,409800,12,4316888,311,21.9,37.0
5174,2507528,2507528,34,47.4,2400027136,0x0,378164,0,4331064,311,36.7,67.8
5179,2507528,2507528,34,46.9,2400023808,0x0,311112,4124,4320920,311,46.8,74.7
5184,2507528,2507528,34,47.4,2400017408,0x0,195692,9616,4328096,312,54.0,89.1
5189,2507532,2507532,34,47.4,2400023808,0x0,126060,0,4321300,312,51.3,76.4
5194,2507532,2507532,34,47.4,2400030464,0x0,173324,0,4328500,312,30.2,52.4
5199,2507532,2507532,34,46.3,2400027136,0x0,165172,15768,4312704,313,38.4,60.5
5204,2507532,2507532,34,48.0,2400030464,0x0,94544,0,4331384,313,47.9,78.1
5209,2507532,2507532,34,46.9,2400033792,0x0,157568,0,4339072,313,32.0,49.3
5214,2507536,2507536,34,48.0,2400030464,0x0,409784,0,4355580,313,7.6,12.3
5220,2507536,2507536,34,47.4,2400027136,0x0,383864,0,4332484,314,37.8,70.8
5225,2507536,2507536,34,47.4,2400017408,0x0,322800,15808,4328088,314,44.4,73.2
5230,2507536,2507536,34,48.5,2400027136,0x0,338464,8208,4352596,314,34.7,60.7
5235,2507536,2507536,34,47.4,2400033792,0x0,378296,15772,4331476,315,30.2,51.4
5240,2507540,2507540,34,45.8,2400030464,0x0,244172,8412,4324004,315,56.9,89.0
5245,2507540,2507540,34,47.4,2400033792,0x0,208404,12304,4332112,315,42.3,69.7
5250,2507540,2507540,34,46.9,2400017408,0x0,94544,0,4322532,316,53.1,84.0
5255,2507540,2507540,34,48.0,2400027136,0x0,174848,0,4326720,316,30.8,49.3
5260,2507540,2507540,34,48.5,2400027136,0x0,236492,0,4337604,316,33.3,52.4
5265,2507544,2507544,34,48.0,2400033792,0x0,267984,0,4330856,317,33.5,55.4
5270,2507544,2507544,34,48.0,2400027136,0x0,409728,80,4323408,317,20.0,33.9
5275,2507544,2507544,34,46.9,2400037120,0x0,409816,88,4333212,317,36.0,61.6
5280,2507544,2507544,34,47.4,2400027136,0x0,362404,0,4334540,317,41.8,70.8
5285,2507544,2507544,34,47.4,2400020480,0x0,252220,0,4334924,318,50.8,83.1
5291,2507548,2507548,34,48.0,2400033792,0x0,230628,0,4331588,318,42.0,67.7
5296,2507548,2507548,34,48.5,2400027136,0x0,267892,15756,4341088,318,35.3,56.8
5301,2507548,2507548,34,46.9,2400033792,0x0,394076,15756,4330848,319,23.3,37.3
5306,2507548,2507548,34,47.4,2400033792,0x0,393908,7564,4335104,319,32.0,62.1
5311,2507548,2507548,34,46.9,2400033792,0x0,385808,8192,4347740,319,37.1,63.3
5316,2507552,2507552,34,48.0,2400030464,0x0,197832,7012,4346708,320,60.7,98.3
5321,2507552,2507552,34,49.6,2400023808,0x0,102212,15808,4329724,320,51.3,78.3
5326,2507552,2507552,34,49.0,2400027136,0x0,129260,0,4323120,320,36.1,59.7
5331,2507552,2507552,34,48.5,2400020480,0x0,189176,0,4342692,320,36.4,55.4
5336,2507552,2507552,34,48.0,2400027136,0x0,220700,0,4329724,321,33.4,55.4
5341,2507556,2507556,34,48.5,2400033792,0x0,409672,0,4337136,321,13.8,24.7
5346,2507556,2507556,34,48.5,2400030464,0x0,394140,80,4332048,321,39.3,64.6
5351,2507556,2507556,34,47.4,2400027136,0x0,315200,68,4331192,322,43.1,77.0
5356,2507556,2507556,34,48.5,2400037120,0x0,268008,15756,4329300,322,41.6,69.1
5362,2507556,2507556,34,49.0,2400027136,0x0,173436,0,4364216,322,49.9,81.7
5367,2507560,2507560,34,48.5,2400020480,0x0,189168,0,4339792,323,42.4,64.7
5372,2507560,2507560,34,48.5,2400020480,0x0,362532,7440,4332408,323,16.6,27.1
5377,2507560,2507560,34,48.5,2400027136,0x0,394040,0,4341276,323,33.0,56.1
5382,2507560,2507560,34,48.5,2400023808,0x0,394140,0,4338308,324,34.5,61.6
5387,2507560,2507560,34,48.5,2400027136,0x0,394028,136,4329692,324,33.8,61.6
5392,2507560,2507560,34,49.0,2400030464,0x0,173412,15772,4336640,324,63.7,102.1
5397,2507560,2507560,34,48.0,2400020480,0x0,165352,18576,4369224,324,39.8,65.7
5402,2507560,2507560,34,49.6,2400030464,0x0,409956,15688,4343232,325,12.6,19.1
5407,2507560,2507560,34,49.0,2400033792,0x0,315276,0,4600360,325,50.6,81.1
